FAC_NAME,COUNTY_NAME,YEAR_QTR,OP_STATUS,TYPE_HOSP,AVL_BEDS,DAY_TOT,VIS_TOT,GRIP_TOT,GROP_TOT,BAD_DEBT,CAP_TOT,NET_TOT,TOT_OP_EXP,EXP_PIPS,EXP_POPS,CAP_EXP,YEAR,QUARTER,POPULATION
FOUNTAIN VALLEY REGIONAL HOSPITAL AND MC - EUCLID,Orange,20233,Open,Comparable,334,18257,12288,593946577,217448820,4697042,15185777,66711231,92683540,0,0,2069357,2023,3,3158489
FREMONT HOSPITAL,Alameda,20233,Open,Comparable,148,11135,1772,26719200,998140,0,0,19765816,14088216,0,0,126941,2023,3,1635693
FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,San Luis Obispo,20233,Open,Comparable,72,4860,37374,128975236,134764887,1063593,6275897,53509862,52629367,0,0,889599,2023,3,282535
FRESNO SURGICAL HOSPITAL,Fresno,20233,Open,Comparable,27,444,3709,16250882,62669492,626774,0,22800812,19463777,0,0,314220,2023,3,1017107
GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Orange,20233,Open,Comparable,167,3473,5509,47401468,23984514,1452312,0,13178073,16611292,0,0,1682527,2023,3,3158489
GARFIELD MEDICAL CENTER,Los Angeles,20233,Open,Comparable,210,11114,6653,275568152,107253810,2302420,40954094,78098778,80340891,0,0,410851,2023,3,9748447
GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,20233,Open,Comparable,55,3951,22283,4457056,7129288,0,0,10929337,10634802,0,0,91120,2023,3,9748447
GEORGE L. MEE MEMORIAL HOSPITAL,Monterey,20233,Open,Comparable,73,3403,30214,8263752,43685637,795043,0,18011682,16581305,0,0,757015,2023,3,436427
GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR,Los Angeles,20233,Open,Comparable,227,11305,16725,206599505,112114425,3872552,4769352,54305579,71963233,0,0,513558,2023,3,9748447
GLENDORA HOSPITAL,Los Angeles,20233,Open,Comparable,63,5567,693,11370722,440986,0,0,5789914,4852138,0,0,174333,2023,3,9748447
GLENN MEDICAL CENTER,Glenn,20233,Open,Comparable,25,1690,10103,5927131,9115031,271762,0,6674193,8436384,0,0,0,2023,3,28371
GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,20233,Open,Comparable,24,658,15375,20028028,64736120,687396,0,28066126,24152243,0,0,3192126,2023,3,445286
GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,20233,Open,Comparable,60,3097,2347,19365773,2016327,182346,0,8991813,9471460,0,0,163211,2023,3,917293
GOOD SAMARITAN HOSPITAL - LA,Los Angeles,20233,Open,Comparable,324,13105,17680,258398724,146393279,8754055,9588083,85330673,89974669,0,0,2839250,2023,3,9748447
GOOD SAMARITAN HOSPITAL - SAN JOSE,Santa Clara,20233,Open,Comparable,356,18399,32895,901027476,595370872,5302609,0,155470489,140223687,0,0,4236134,2023,3,1883653
GREATER EL MONTE COMMUNITY HOSPITAL,Los Angeles,20233,Open,Comparable,117,3503,6081,44684252,32009757,1548188,1776616,10563523,14174415,0,0,892474,2023,3,9748447
HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,20233,Open,Comparable,136,9919,38738,27374686,80138086,1919672,0,32707898,34600132,0,0,437964,2023,3,67715
HEALDSBURG HOSPITAL,Sonoma,20233,Open,Comparable,35,2026,10538,9079360,26430413,1460074,511447,6921135,13118275,0,0,1533,2023,3,483398
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,Orange,20233,Open,Comparable,27,2011,871,12553344,454456,42282,0,3103759,3357261,0,0,0,2023,3,3158489
HEMET GLOBAL MEDICAL CENTER,Riverside,20233,Open,Comparable,309,10397,14608,128332280,65629584,22805,0,50878986,37038243,0,0,290147,2023,3,2479628
HENRY MAYO NEWHALL HOSPITAL,Los Angeles,20233,Open,Comparable,291,14414,33493,308005523,278854872,9588683,0,101494089,96752044,0,0,8521812,2023,3,9748447
HERITAGE OAKS HOSPITAL,Sacramento,20233,Open,Comparable,120,10783,4907,21831000,5972744,400217,0,14870795,11477181,0,0,797270,2023,3,1588743
HI-DESERT MEDICAL CENTER,San Bernardino,20233,Open,Comparable,179,9534,10960,54793018,66483115,559153,0,15579101,20243261,0,0,2451023,2023,3,2196029
HIGHLAND HOSPITAL,Alameda,20233,Open,Comparable,438,31461,61099,513532318,296218784,18752239,23456157,214487688,317079275,0,0,5457004,2023,3,1635693
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Orange,20233,Open,Comparable,536,37970,157982,620214529,746906631,14528756,33216841,388302549,410329124,0,0,31165388,2023,3,3158489
HOAG ORTHOPEDIC INSTITUTE,Orange,20233,Open,Comparable,70,1014,1032,59806187,71594483,99549,0,35888396,27363466,0,0,1119227,2023,3,3158489
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,20233,Open,Comparable,413,22567,14445,273169886,99416670,1854462,37121972,120060825,119756443,0,0,4685558,2023,3,9748447
HUNTINGTON BEACH HOSPITAL,Orange,20233,Open,Comparable,131,4761,5352,38263902,14578529,898231,0,11882720,14684987,0,0,341597,2023,3,3158489
HUNTINGTON HOSPITAL,Los Angeles,20233,Open,Comparable,510,31130,44626,790144001,328922947,11267602,0,175506681,191804105,0,0,11928890,2023,3,9748447
JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,20233,Open,Comparable,17,551,3444,642552,4626231,0,0,2190313,5628092,0,0,1444701,2023,3,135013
JOHN C. FREMONT HEALTHCARE DISTRICT,Mariposa,20233,Open,Comparable,33,1986,7425,2642381,7443796,329620,0,6473213,8569012,0,0,592589,2023,3,17095
JOHN F. KENNEDY MEMORIAL HOSPITAL,Riverside,20233,Open,Comparable,145,3900,12802,194458275,166967614,1686142,0,26368923,35356767,0,0,1866419,2023,3,2479628
JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,20233,Open,Comparable,55,4828,4093,19791473,4452965,237786,0,12317870,12247557,0,0,51887,2023,3,1160296
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,Contra Costa,20233,Open,Comparable,215,13892,34440,604527073,348571919,398759,0,124931022,144155574,0,0,3511526,2023,3,1160296
JOHN MUIR MEDICAL CENTER - WALNUT CREEK,Contra Costa,20233,Open,Comparable,399,25342,83893,969577211,429931742,3728783,0,277758706,258444876,0,0,25635790,2023,3,1160296
KAISER FOUNDATION HOSPITAL - SAN MARCOS,San Diego,20233,Open,Comparable,168,2669,8572,39823583,62835024,0,0,33307286,53654368,0,0,6370624,2023,3,3283755
KAWEAH DELTA MEDICAL CENTER,Tulare,20233,Open,Comparable,608,34905,149339,315217478,332362106,208002,23615754,184888793,209978402,0,0,3217372,2023,3,478288
KECK HOSPITAL OF USC,Los Angeles,20233,Open,Comparable,350,21880,75995,777958237,421395531,3487006,0,363967230,400191792,0,0,6637589,2023,3,9748447
KEDREN COMMUNITY MENTAL HEALTH CENTER,Los Angeles,20233,Open,Comparable,72,5063,23344,5353780,5859332,0,0,11213112,11505984,0,0,118346,2023,3,9748447
KENTFIELD HOSPITAL,Marin,20233,Open,Comparable,100,6664,2427,37627508,1287250,0,0,18252154,14569511,0,0,11400,2023,3,257143
KERN MEDICAL CENTER,Kern,20233,Open,Comparable,204,15481,56805,170268124,148764086,1553709,0,102743157,130490422,0,0,1035117,2023,3,917293
KERN VALLEY HOSPITAL DISTRICT,Kern,20233,Open,Comparable,101,4004,9224,9640546,18652515,493960,0,8448049,8893354,0,0,280227,2023,3,917293
KINDRED HOSPITAL - BALDWIN PARK,Los Angeles,20233,Open,Comparable,91,5749,0,73169827,0,147911,0,15289862,10596648,0,0,4268,2023,3,9748447
KINDRED HOSPITAL - BREA,Orange,20233,Open,Comparable,86,6999,0,47657969,0,0,0,12439311,9693255,0,0,0,2023,3,3158489
KINDRED HOSPITAL - LA MIRADA,Los Angeles,20233,Open,Comparable,248,10670,0,128085866,0,2389622,0,19690495,25844696,0,0,90948,2023,3,9748447
KINDRED HOSPITAL - LOS ANGELES,Los Angeles,20233,Open,Comparable,81,5234,0,81576116,0,0,0,12265243,11479658,0,0,45577,2023,3,9748447
KINDRED HOSPITAL - ONTARIO,San Bernardino,20233,Open,Comparable,91,5667,0,75756378,0,-172103,0,13295004,11993138,0,0,75197,2023,3,2196029
KINDRED HOSPITAL - PARAMOUNT,Los Angeles,20233,Open,Comparable,177,6373,0,72092492,0,0,0,14929655,14483261,0,0,256836,2023,3,9748447
KINDRED HOSPITAL - RANCHO,San Bernardino,20233,Open,Comparable,55,3877,20,59080217,216421,-307615,0,9207703,9507234,0,0,57094,2023,3,2196029
KINDRED HOSPITAL - RIVERSIDE,Riverside,20233,Open,Comparable,40,3271,0,45464639,0,-189746,0,6819499,6817075,0,0,9610,2023,3,2479628
KINDRED HOSPITAL - SAN DIEGO,San Diego,20233,Open,Comparable,70,3966,0,34808816,0,303717,0,8464951,10367575,0,0,80916,2023,3,3283755
KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Alameda,20233,Open,Comparable,99,5192,0,58359165,0,5662,0,11322390,12931665,0,0,0,2023,3,1635693
KINDRED HOSPITAL - SOUTH BAY,Los Angeles,20233,Open,Comparable,59,4119,0,56934265,0,656720,0,9958032,9938006,0,0,306849,2023,3,9748447
KINDRED HOSPITAL - WESTMINSTER,Orange,20233,Open,Comparable,109,6628,0,103828765,0,346079,0,13378266,13404608,0,0,57328,2023,3,3158489
L.A. DOWNTOWN MEDICAL CENTER,Los Angeles,20233,Open,Comparable,257,16108,12196,70469515,9734872,800000,0,16774843,23386261,0,0,136875,2023,3,9748447
LA PALMA INTERCOMMUNITY HOSPITAL,Orange,20233,Open,Comparable,138,3856,3972,35068681,14200876,554730,0,12091504,13302187,0,0,980134,2023,3,3158489
LAC/HARBOR - UCLA MEDICAL CENTER,Los Angeles,20233,Open,Comparable,412,28214,89688,460450345,333062798,772595,52708258,335757512,343869080,0,0,1032,2023,3,9748447
LAC/OLIVE VIEW - UCLA MEDICAL CENTER,Los Angeles,20233,Open,Comparable,275,16618,74455,222441943,287893334,614227,26981040,188921094,189437165,0,0,137,2023,3,9748447
LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,Los Angeles,20233,Open,Comparable,158,9228,14734,136694286,56200996,1380356,5312155,81157527,90892840,0,0,16348,2023,3,9748447
LAGUNA TREATMENT HOSPITAL,Orange,20233,Open,Comparable,90,6353,0,5100723,0,0,0,5100723,3997203,0,0,692,2023,3,3158489
LAKEWOOD REGIONAL MEDICAL CENTER,Los Angeles,20233,Open,Comparable,172,13175,10737,435911186,199437172,2272488,0,59146719,60513769,0,0,450653,2023,3,9748447
LANGLEY PORTER PSYCHIATRIC INSTITUTE,San Francisco,20233,Open,Comparable,30,1011,513,3726112,446925,12307,0,2213769,3220781,0,0,1416917,2023,3,814176
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,San Bernardino,20233,Open,Comparable,364,20795,40872,517102680,143815914,4108014,0,109195021,154841818,0,0,2902674,2023,3,2196029
LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,20233,Open,Comparable,482,41682,185119,1248198163,881964147,17858861,11293768,338243253,447857927,0,0,35457066,2023,3,2196029
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Riverside,20233,Open,Comparable,111,12230,42930,228452112,155172307,5600946,0,65644721,82474689,0,0,971713,2023,3,2479628
LOMPOC VALLEY MEDICAL CENTER,Santa Barbara,20233,Open,Comparable,170,10617,18452,29655430,53601516,965111,220641,34443630,36847568,0,0,365517,2023,3,445286
LOS ALAMITOS MEDICAL CENTER,Orange,20233,Open,Comparable,172,13403,20771,469935544,242707549,4165941,0,64601144,66065878,0,0,282497,2023,3,3158489
LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,20233,Open,Comparable,212,13527,2368,138227200,11904328,-3492570,0,30569146,34923916,0,0,319488,2023,3,9748447
LOS ANGELES GENERAL MEDICAL CENTER,Los Angeles,20233,Open,Comparable,670,43080,126041,717498601,456612011,982263,57372453,491838665,475861299,0,0,418,2023,3,9748447
LOS ROBLES HOSPITAL AND MEDICAL CENTER,Ventura,20233,Open,Comparable,345,20208,25475,767511895,440062755,2003364,0,141081818,100169207,0,0,6328720,2023,3,835032
LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,20233,Open,Comparable,394,26625,117475,1675955434,525148444,0,0,567931978,659383310,0,0,22123383,2023,3,1883653
MAD RIVER COMMUNITY HOSPITAL,Humboldt,20233,Open,Comparable,46,1059,20531,8506891,44231252,151071,0,12828887,13887802,0,0,0,2023,3,135013
MAMMOTH HOSPITAL,Mono,20233,Open,Comparable,17,315,27193,6986716,34742634,1472077,0,22402653,23183750,0,0,3210939,2023,3,13055
MARIAN MEDICAL CENTER,Santa Barbara,20233,Open,Comparable,353,24417,108274,363906624,441494896,5198201,24922378,180278996,170380383,0,0,319007,2023,3,445286
MARIN GENERAL HOSPITAL,Marin,20233,Open,Comparable,235,12073,42490,398939763,470388799,3279124,12048389,138108862,135112822,0,0,1311398,2023,3,257143
MARK TWAIN MEDICAL CENTER,Calaveras,20233,Open,Comparable,25,568,22701,12583507,41055714,1201245,3248,18249591,20248473,0,0,141626,2023,3,46544
MARSHALL MEDICAL CENTER,El Dorado,20233,Open,Comparable,110,3451,87964,96369963,225715849,1417135,81767,84131706,76565606,0,0,2941140,2023,3,193071
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",Los Angeles,20233,Open,Comparable,127,11614,30441,468424295,589324116,154903,0,87741942,95782868,0,0,4215544,2023,3,9748447
MAYERS MEMORIAL HOSPITAL,Shasta,20233,Open,Comparable,115,7716,3357,5622391,7330067,503680,0,7959441,11710940,0,0,95809,2023,3,180972
MEMORIAL HOSPITAL LOS BANOS,Merced,20233,Open,Comparable,38,1757,20570,20832282,68709519,1791655,0,27557088,20575784,0,0,576298,2023,3,292034
MEMORIAL HOSPITAL MODESTO,Stanislaus,20233,Open,Comparable,419,28323,47727,463586908,318902529,7494583,20972419,196912483,188865984,0,0,7505243,2023,3,552410
MEMORIAL HOSPITAL OF GARDENA,Los Angeles,20233,Open,Comparable,172,10783,9805,141968594,55116008,627483,10643990,39349435,39991049,0,0,30266,2023,3,9748447
MEMORIALCARE LONG BEACH MEDICAL CENTER,Los Angeles,20233,Open,Comparable,453,26539,57178,692625549,432638281,4547934,11934685,190287126,197655748,0,0,3736811,2023,3,9748447
MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,Los Angeles,20233,Open,Comparable,357,13676,29650,333232289,62301897,2640751,0,99334791,136239455,0,0,2641936,2023,3,9748447
MEMORIALCARE ORANGE COAST MEDICAL CENTER,Orange,20233,Open,Comparable,217,14101,34874,402942926,297701305,2202821,24255283,120474544,117634634,0,0,5218203,2023,3,3158489
MEMORIALCARE SADDLEBACK MEDICAL CENTER,Orange,20233,Open,Comparable,248,11580,71893,314642434,261759449,2378351,13230968,106800437,102127950,0,0,11042360,2023,3,3158489
MENIFEE GLOBAL MEDICAL CENTER,Riverside,20233,Open,Comparable,84,3131,4999,27662400,19617972,995144,0,10606210,11545567,0,0,20901,2023,3,2479628
MERCY GENERAL HOSPITAL,Sacramento,20233,Open,Comparable,313,16048,28612,561749885,290264703,3007668,20669247,168400603,160713696,0,0,6947691,2023,3,1588743
MERCY HOSPITAL - BAKERSFIELD,Kern,20233,Open,Comparable,229,10932,24211,216290834,209196020,4745777,12292167,88380050,90049530,0,0,18045399,2023,3,917293
MERCY HOSPITAL - FOLSOM,Sacramento,20233,Open,Comparable,106,6477,14108,152454768,151154116,3517132,7185703,67688180,57184070,0,0,2254547,2023,3,1588743
MERCY MEDICAL CENTER - MERCED,Merced,20233,Open,Comparable,186,11596,28928,253531449,257953578,5929006,0,85856158,87432881,0,0,34460,2023,3,292034
MERCY MEDICAL CENTER - MT. SHASTA,Siskiyou,20233,Open,Comparable,25,596,18963,8916406,34244626,1231253,97513,16381987,17431519,0,0,0,2023,3,43746
MERCY MEDICAL CENTER - REDDING,Shasta,20233,Open,Comparable,260,16602,44372,363012147,288866783,5915839,72620,139426959,134711743,0,0,103778,2023,3,180972
MERCY SAN JUAN MEDICAL CENTER,Sacramento,20233,Open,Comparable,384,24123,30605,602568002,264424701,10060889,19466537,168925679,175676088,0,0,1222997,2023,3,1588743
MERRITT PERALTA INSTITUTE CDRH,Alameda,20233,Open,Comparable,24,588,503,1623390,1091399,0,0,1394558,866576,0,0,0,2023,3,1635693
METHODIST HOSPITAL - SACRAMENTO,Sacramento,20233,Open,Comparable,329,23075,17630,217541118,155869612,3710287,7947245,76970184,84650617,0,0,242124,2023,3,1588743
MILLS-PENINSULA MEDICAL CENTER,San Mateo,20233,Open,Comparable,301,16897,30087,256531921,293393850,3923962,25374400,188568520,186319072,0,0,2043791,2023,3,732485
MISSION COMMUNITY HOSPITAL - PANORAMA,Los Angeles,20233,Open,Comparable,145,9921,2939,134261701,31320105,8461230,0,33622718,34703455,0,0,221613,2023,3,9748447
MODOC MEDICAL CENTER,Modoc,20233,Open,Comparable,58,4907,9485,3997088,8938319,23072,70272,9977920,9145975,0,0,1238587,2023,3,8625
MONROVIA MEMORIAL HOSPITAL,Los Angeles,20233,Open,Comparable,49,2126,53,41933767,635448,0,0,6160029,5434709,0,0,189590,2023,3,9748447
MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,20233,Open,Comparable,106,1940,6896,28754740,33000221,487648,0,10962242,11763718,0,0,113911,2023,3,2196029
MONTEREY PARK HOSPITAL,Los Angeles,20233,Open,Comparable,101,3774,5824,74845611,64086288,963007,11718883,24083057,24672419,0,0,249192,2023,3,9748447
MOTION PICTURE AND TELEVISION HOSPITAL,Los Angeles,20233,Open,Comparable,261,17896,0,10301615,0,0,0,8431384,14050298,0,0,157171,2023,3,9748447
MOUNTAINS COMMUNITY HOSPITAL,San Bernardino,20233,Open,Comparable,37,2051,8569,3789795,12807050,235000,0,6390505,8619861,0,0,264293,2023,3,2196029
NATIVIDAD MEDICAL CENTER,Monterey,20233,Open,Comparable,168,11706,52705,240978180,128852236,11787474,0,91877109,101461720,0,0,2162823,2023,3,436427
NORTHBAY MEDICAL CENTER,Solano,20233,Open,Comparable,204,12075,97011,587462083,553122013,-19615384,31211390,190608993,180515562,0,0,2821852,2023,3,449724
NORTHERN INYO HOSPITAL,Inyo,20233,Open,Comparable,25,523,26051,10408555,45323117,3090565,0,29152482,29649032,0,0,939725,2023,3,18745
NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,20233,Open,Comparable,394,19555,22750,575684005,281476195,7974340,0,114754957,114877756,0,0,358930,2023,3,9748447
NOVATO COMMUNITY HOSPITAL,Marin,20233,Open,Comparable,47,1933,8162,35334208,57923356,898746,0,24050371,24531080,0,0,2163304,2023,3,257143
OAK VALLEY HOSPITAL DISTRICT,Stanislaus,20233,Open,Comparable,150,7034,26408,11169462,43868198,1198090,18460,18496319,20591662,0,0,238150,2023,3,552410
ORANGE COUNTY GLOBAL MEDICAL CENTER,Orange,20233,Open,Comparable,228,12559,8547,196338061,66177044,225670,0,54797453,59007172,0,0,567616,2023,3,3158489
ORCHARD HOSPITAL,Butte,20233,Open,Comparable,24,1301,27981,5475201,18879548,990194,0,6969225,7034028,0,0,0,2023,3,207384
OROVILLE HOSPITAL,Butte,20233,Open,Comparable,259,20599,175477,120996230,173523059,2077496,0,104055185,98857836,0,0,6987647,2023,3,207384
PACIFIC GROVE HOSPITAL,Riverside,20233,Open,Comparable,68,5810,1217,14052444,845699,51597,0,6608925,5414324,0,0,267984,2023,3,2479628
PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,20233,Open,Comparable,231,10647,2386,33517580,9625694,419458,0,21940081,22946115,0,0,724793,2023,3,9748447
PALMDALE REGIONAL MEDICAL CENTER,Los Angeles,20233,Open,Comparable,184,12421,24762,378124266,353791876,6536113,0,59648737,74643632,0,0,1961928,2023,3,9748447
PALOMAR MEDICAL CENTER,San Diego,20233,Open,Comparable,286,20268,29977,627265072,402862600,19438917,19668313,159937641,157092181,0,0,6923132,2023,3,3283755
PALOMAR MEDICAL CENTER POWAY,San Diego,20233,Open,Comparable,207,15111,12206,150372973,138229861,3510593,8586412,58544315,50304770,0,0,1191243,2023,3,3283755
PALOMAR REHABILITATION INSTITUTE,San Diego,20233,Open,Comparable,52,2910,0,18484583,0,94690,0,7795069,2674048,0,0,19510,2023,3,3283755
PARADISE VALLEY HOSPITAL,San Diego,20233,Open,Comparable,291,11275,9400,76530928,22645321,1424157,0,24647207,29586218,0,0,798966,2023,3,3283755
PATIENTS' HOSPITAL OF REDDING,Shasta,20233,Open,Comparable,10,98,111,3148062,2854665,102855,0,1041847,3231029,0,0,0,2023,3,180972
PETALUMA VALLEY HOSPITAL,Sonoma,20233,Open,Comparable,59,1580,6573,38898853,92617803,1304999,0,18501832,23261994,72501,4038,106768,2023,3,483398
PIH HOSPITAL - DOWNEY,Los Angeles,20233,Open,Comparable,174,6970,28671,153460599,161858378,1681307,0,41422533,49155024,0,0,2088376,2023,3,9748447
PIONEERS MEMORIAL HEALTHCARE DISTRICT,Imperial,20233,Open,Comparable,107,4447,41529,41913014,79226419,2624449,0,35938082,36829891,0,0,726968,2023,3,179767
PLACENTIA LINDA HOSPITAL,Orange,20233,Open,Comparable,74,3003,12071,143622354,227064712,2184305,0,25733298,24703387,0,0,574164,2023,3,3158489
PLUMAS DISTRICT HOSPITAL,Plumas,20233,Open,Comparable,16,260,14358,1824635,12828901,-159360,0,14443223,10198852,0,0,2867333,2023,3,19433
POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,20233,Open,Comparable,372,23427,90691,897402206,565342432,9807602,13762424,161972733,178042791,0,0,6933320,2023,3,9748447
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,20233,Open,Comparable,486,24916,139263,584542982,669674520,4106577,0,154289696,218136015,0,0,3601588,2023,3,9748447
PROVDENCE ST. MARY MEDICAL CENTER,San Bernardino,20233,Open,Comparable,210,14377,28603,212944513,213876509,2385469,80722,86079640,94971149,0,165,917901,2023,3,2196029
PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,20233,Open,Comparable,377,23764,31518,476620511,273443453,-4666640,15153112,152061387,167398250,2845418,786987,2926589,2023,3,9748447
PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Los Angeles,20233,Open,Comparable,327,18208,12556,157991663,80745948,-519654,1146847,54815563,62771292,0,0,2224629,2023,3,9748447
PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,Los Angeles,20233,Open,Comparable,351,23537,25597,365093782,244673496,0,6676381,122243925,153596357,0,6321,1766646,2023,3,9748447
PROVIDENCE MISSION HOSPITAL,Orange,20233,Open,Comparable,404,19205,35475,420261479,410457945,726985,17293985,195325756,206983321,5860037,71980,5683779,2023,3,3158489
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,Napa,20233,Open,Comparable,148,5359,14100,172514355,264185290,638593,6942155,80681897,84259244,2159161,3037,1693481,2023,3,134492
PROVIDENCE REDWOOD MEMORIAL HOSPITAL,Humboldt,20233,Open,Comparable,25,936,4947,11732858,44392944,397165,0,11608026,13037284,0,0,474206,2023,3,135013
PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,Sonoma,20233,Open,Comparable,298,14918,33409,444385543,484709516,456121,4108398,175446824,187243316,6711758,12523,2786842,2023,3,483398
PROVIDENCE ST. JOHN'S HEALTH CENTER,Los Angeles,20233,Open,Comparable,234,11656,21751,221948330,185679263,-646995,4728633,114434568,135763146,165,0,2449589,2023,3,9748447
PROVIDENCE ST. JOSEPH HOSPITAL,Orange,20233,Open,Comparable,379,21803,52011,346307045,397313817,1730803,51406677,215508211,237268599,18852762,0,4351448,2023,3,3158489
PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA,Humboldt,20233,Open,Comparable,138,9190,15560,188317813,250651478,683470,571938,84710320,96501000,374661,11547,486133,2023,3,135013
PROVIDENCE ST. JOSEPH MEDICAL CENTER,Los Angeles,20233,Open,Comparable,383,17176,28563,401281056,279000425,-2357880,934088,127372104,143918916,100713,0,7040984,2023,3,9748447
PROVIDENCE ST. JUDE MEDICAL CENTER,Orange,20233,Open,Comparable,320,20533,35730,343229257,475053440,3251861,58631642,220215938,226203330,0,0,2840639,2023,3,3158489
PROVIDENCE TARZANA MEDICAL CENTER,Los Angeles,20233,Open,Comparable,249,11594,18267,233921574,150439251,0,1361269,79734038,106053483,247,0,20356438,2023,3,9748447
RADY CHILDREN'S HOSPITAL - SAN DIEGO,San Diego,20233,Open,Comparable,432,24116,92411,579759926,358660469,4570357,15378161,289612537,277433494,0,0,18005024,2023,3,3283755
REDLANDS COMMUNITY HOSPITAL,San Bernardino,20233,Open,Comparable,197,12690,47487,270057258,308128560,1455652,36932379,144183729,112151227,0,0,6078397,2023,3,2196029
REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,20233,Open,Comparable,258,12402,25504,757579982,437491446,14072670,0,75633386,111301656,0,0,7490691,2023,3,1883653
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,20233,Open,Comparable,74,6074,4031,38676473,5028906,340962,0,18406458,25669627,0,0,7289457,2023,3,9748447
RIDGECREST REGIONAL HOSPITAL,Kern,20233,Open,Comparable,150,1486,58812,22285626,54533587,1510483,0,32945319,39194212,0,0,8219,2023,3,917293
RIVER VISTA BEHAVIORAL HEALTH,Madera,20233,Open,Comparable,128,348,0,696000,0,0,0,508288,1687807,0,0,3122308,2023,3,160414
RIVERSIDE COMMUNITY HOSPITAL,Riverside,20233,Open,Comparable,493,37239,29294,1530321066,572826417,9406716,0,168809241,147735210,0,0,10521076,2023,3,2479628
RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,Riverside,20233,Open,Comparable,439,31117,46025,504985480,350855809,-623357,0,188409777,234681686,0,0,1845347,2023,3,2479628
RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,20233,Open,Comparable,446,45141,147190,1179435777,713717954,19753904,0,647041909,733105293,0,0,16193538,2023,3,9748447
"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",Sacramento,20233,Open,Comparable,117,8324,143,18322625,97400,0,0,9829814,9767985,0,0,38088,2023,3,1588743
SACRAMENTO REHABILITATION HOSPITAL,Sacramento,20233,Open,Comparable,50,1933,0,6942373,0,0,0,4933796,6123218,0,0,63764,2023,3,1588743
SALINAS VALLEY HEALTH MEDICAL CENTER,Monterey,20233,Open,Comparable,255,10459,27178,354642336,347787623,12720931,0,141523756,141312134,0,0,7224934,2023,3,436427
SAN ANTONIO REGIONAL HOSPITAL,San Bernardino,20233,Open,Comparable,363,19015,58926,519233134,426539629,5198482,135864,113425705,116476258,0,0,4545646,2023,3,2196029
SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,20233,Open,Comparable,101,3113,4413,45068881,29413281,622459,0,14518321,14491193,0,0,262017,2023,3,9748447
SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,20233,Open,Comparable,273,13679,6948,172786133,63805551,1058866,3123928,40056138,42468288,0,0,1173159,2023,3,9748447
SAN GORGONIO MEMORIAL HOSPITAL,Riverside,20233,Open,Comparable,79,2164,11085,41300692,84028085,2112469,0,16121368,22035210,0,0,60914,2023,3,2479628
SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,20233,Open,Comparable,196,12621,28556,343191834,231277988,7482173,6122794,112471136,124124177,0,0,7890107,2023,3,795880
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Fresno,20233,Open,Comparable,62,4684,7784,21203998,5470299,98472,0,10842913,11014524,0,0,244343,2023,3,1017107
